0	1	1	2	0	3865.05	57.5439	10.1124	21485.4	49.0218	-446627	62.5641	-2.66993
1	1	1	3	0	3773.52	44.353	9.07835	33428.5	36.5901	-572662	15.721	-6.50276
2	1	1	4	0	4346.28	18.3957	4.91895	65780.7	13.894	-518907	8.15351	-2.49843
3	1	1	5	1	3642.34	17.5857	4.69726	72819.1	13.183	2538.77	7.02117	1.5866
4	1	1	6	1	3672.49	11.5823	3.99455	79045.7	8.22589	4482.16	3.59868	0.878051
5	1	1	7	1	3564.14	7.02275	3.5471	85800.9	5.14035	9489.07	2.04153	0.331534
6	1	1	8	1	4231.22	1.7665	2.96962	99116.8	2.09924	16197	1.67335	0.104173
7	1	1	9	1	6104.41	1.31063	2.30616	106067	1.25716	668.846	4.97529	0.473504
8	1	2	0	0	3230.07	76.3602	12.7465	16265.1	65.3171	-440014	49.6746	-5.60669
9	1	2	1	0	3674.34	57.5051	10.2555	25045.3	49.7751	-407446	92.9862	-2.4358
10	1	2	2	0	3120.59	76.1916	12.9122	18459.4	65.8487	-457464	44.2086	-6.7291
11	1	2	3	0	3800.36	44.0916	9.10513	32609.2	36.9334	-294.53	17.1171	-26.6849
12	1	2	4	0	4343.61	20.4512	5.31997	61374.6	15.5849	-57604	23.1565	-1.29949
13	1	2	5	0	3858.71	11.4312	3.8061	82772	8.13387	-366497	-11.915	-1.11044
14	1	2	6	1	3703.28	12.7216	4.13677	78018.9	9.271	3881.74	4.01057	0.858138
15	1	2	7	1	3834.36	8.29627	3.38978	81747.2	5.77413	8591.62	2.63207	0.673196
16	1	2	8	1	4415.42	2.53051	2.72126	95435.7	2.35997	37469.6	1.68891	0.0917876
17	1	2	9	1	9891.09	0.193816	2.8758	85281.4	1.66507	11664.2	1.53228	0.1527
18	1	3	0	0	4200.06	29.9881	7.03194	45370.6	24.2211	-495477	6.71223	-2.0982
19	1	3	1	0	3880.27	44.3351	8.92963	32326.8	36.4191	-197.636	47.6335	-4.4463
20	1	3	2	0	3804.11	44.2405	9.08711	32603.9	36.5931	-605836	19.7797	-5.65654
21	1	3	3	0	4155.88	29.958	7.01702	46212.7	24.2714	-568993	9.58178	-2.16362
22	1	3	4	0	4094.65	18.5406	5.00169	68077.3	14.015	-49366.3	8.83463	-5.29027
23	1	3	5	0	3920.52	11.3903	3.87695	81451.1	8.07754	-416534	-16.1611	-1.75199
24	1	3	6	1	3936	13.6085	4.12276	76293.6	9.63542	2695.05	4.31759	0.994701
25	1	3	7	1	3761.07	8.99898	3.555	83591.3	6.264	4968.97	2.30244	0.554905
26	1	3	8	1	3636.26	5.82778	3.50051	84897.6	4.48353	23154.5	1.91419	0.227936
27	1	3	9	1	10343.9	0.109488	3.03259	80366.1	1.92437	23135.5	1.6466	0.0981599
28	1	3	10	1	231314	-8.35181	3.99223	95167.3	0.88924	2403.76	3.68065	0.109861
29	1	4	0	0	4068.59	14.0184	4.31784	75447.1	10.3859	-442324	-4.54767	-2.96546
