0	1	1	2	0	4390.56	11.2897	4.39938	63789.2	8.9584	-1817.25	1.04165	0.353131
1	1	1	3	0	4060.58	17.2359	5.74813	53729.8	14.2942	-668.376	3.13268	1.61421
2	1	1	4	0	2898.31	8.63883	3.47618	86229.8	6.11762	-88.249	-5.67931	-2.99523
3	1	1	5	0	8589.4	2.13952	1.23516	85677	4.0256	1192.21	9.96205	0.400477
4	1	1	6	1	3919.18	9.91006	3.81548	70977.1	6.9218	4764.63	2.6831	0.640988
5	1	1	7	1	3605.35	6.17578	3.50824	76047.5	4.57381	19911.7	1.95805	0.269711
6	1	1	8	1	5459.13	2.31187	3.77224	69637.1	3.35732	69408.8	1.72207	0.10694
7	1	1	9	1	34483	1.10712	1.36198	8003.88	3.67329	78685.5	3.53956	0.0293658
8	1	2	0	0	4746.9	20.2719	5.32725	49435.3	15.1001	3176.05	8.49263	1.39302
9	1	2	1	0	4174.17	12.2532	3.91363	70313.8	8.71291	-428.054	-6.79303	-17.0349
10	1	2	2	0	6119.62	19.6868	5.05685	37836.7	13.9745	1038.01	35.0936	0.701606
11	1	2	3	0	2988.5	19.1043	5.14811	69093	14.389	2798.71	7.14885	1.30815
12	1	2	4	0	2477.84	10.0149	3.64368	88696.9	6.80678	-360330	-16.3079	-1.18749
13	1	2	5	0	1569.3	7.13324	2.08122	103403	3.80512	788.937	11.8609	0.430545
14	1	2	6	1	3419.3	7.16628	3.3021	80872.7	5.07473	8872.63	2.10296	0.328029
15	1	2	7	1	3419.2	7.07515	3.6604	76838	5.15945	13288.2	2.01185	0.317259
16	1	2	8	1	4873.93	4.01019	3.46983	70199.1	3.68282	62895	1.75734	0.119812
17	1	2	9	1	30655.5	-7.34034	6.02927	78403.8	3.33197	34409.6	1.49978	0.000203539
18	1	3	0	0	3596.96	13.694	4.18583	73431.1	9.70774	-449176	2.46676	-1.03182
19	1	3	1	0	4247.9	17.4299	5.57397	52510.9	14.0458	-556.959	2.92845	1.08377
20	1	3	2	0	4070.52	18.1701	5.21511	57943.9	13.826	-468812	-1.85049	-1.81898
21	1	3	3	0	3884.2	12.262	4.92747	64653.4	10.1648	-1648.43	1.32377	0.654498
