 l  u  v  type  shape  cells  cmssw_type  cmssw_shape  cmssw_cells  <nHitsTotal>  corrFactorTotal  <nHistsToA>  corrFactorToA  <nHitsBXM1>  corrFactorBXM1  <n32bWords>
  6   6  10   1   d 100   1   d 190   3.241000   0.574761   0.934200   0.682937   0.673200   0.708259   9.085200
  6   7   0   1   F 192   1   F 192  13.801600   1.000000   3.404800   1.000000   4.091000   1.000000  26.549800
  6   7   1   1   F 192   1   F 192  17.914200   1.000000   4.404400   1.000000   5.456200   1.000000  29.806000
  6   7   2   1   F 192   1   F 192  20.803400   1.000000   5.125000   1.000000   6.317600   1.000000  31.884200
  6   7   3   1   F 192   1   F 192  22.871600   1.000000   5.636400   1.000000   6.990800   1.000000  33.290800
  6   7   4   1   F 192   1   F 192  22.831400   1.000000   5.658800   1.000000   6.971600   1.000000  33.289000
  6   7   5   1   F 192   1   F 192  20.767600   1.000000   5.152400   1.000000   6.236000   1.000000  31.857000
  6   7   6   1   F 192   1   F 192  17.867800   1.000000   4.394800   1.000000   5.422800   1.000000  29.792000
  6   7   7   1   F 192   1   F 192  13.898200   1.000000   3.382400   1.000000   4.104800   1.000000  26.622600
  6   7   8   1   F 192   1   F 192  10.724800   1.000000   2.770000   1.000000   2.949400   1.000000  23.708600
  6   7   9   1   F 192   1   F 192   7.076400   1.000000   2.007400   1.000000   1.446800   1.000000  19.583800
  6   8   0   1   F 192   1   F 192   7.780200   1.000000   2.178800   1.000000   1.747600   1.000000  20.403400
  6   8   1   1   F 192   1   F 192  10.615000   1.000000   2.735800   1.000000   2.931400   1.000000  23.608000
  6   8   2   1   F 192   1   F 192  12.714800   1.000000   3.067600   1.000000   3.840800   1.000000  25.584200
  6   8   3   1   F 192   1   F 192  14.061000   1.000000   3.433600   1.000000   4.198600   1.000000  26.774600
  6   8   4   1   F 192   1   F 192  14.573600   1.000000   3.553800   1.000000   4.406200   1.000000  27.189800
  6   8   5   1   F 192   1   F 192  13.967200   1.000000   3.471600   1.000000   4.141800   1.000000  26.698800
  6   8   6   1   F 192   1   F 192  12.792000   1.000000   3.163200   1.000000   3.777600   1.000000  25.676000
  6   8   7   1   F 192   1   F 192  10.668200   1.000000   2.715000   1.000000   2.991000   1.000000  23.599800
  6   8   8   1   F 192   1   F 192   7.742000   1.000000   2.155600   1.000000   1.749800   1.000000  20.356000
  6   8   9   1   a 100   1   F 192   3.281400   0.575730   0.957400   0.677460   0.649800   0.725454   9.131600
  6   9   1   1   a 100   1   F 192   3.311200   0.572964   0.958000   0.676409   0.649600   0.718288   9.141400
  6   9   2   1   F 192   1   F 192   7.132800   1.000000   2.058400   1.000000   1.426000   1.000000  19.616000
  6   9   3   1   L 226   1   F 192   8.236200   1.178165   2.282600   1.167265   1.891600   1.156693  24.221000
  6   9   4   1   F 192   1   F 192   8.984600   1.000000   2.404000   1.000000   2.230400   1.000000  21.786600
  6   9   5   1   F 192   1   F 192   9.002200   1.000000   2.411200   1.000000   2.248000   1.000000  21.804400
  6   9   6   1   L 226   1   F 192   8.133000   1.178065   2.205400   1.166138   1.850600   1.155085  24.112400
  6   9   7   1   F 192   1   F 192   7.202000   1.000000   2.084600   1.000000   1.427800   1.000000  19.739000
  6   9   8   1   a 100   1   F 192   3.259600   0.573997   0.922200   0.679028   0.641600   0.719140   9.100400
  6  10   4   1   d 100   1   d 190   3.204000   0.577091   0.939800   0.686103   0.676400   0.717623   9.068400
  6  10   5   1   d 100   1   d 192   3.206000   0.576419   0.924600   0.683539   0.653000   0.716998   9.072400
  6  10   6   1   d 100   1   d 190   3.273800   0.573890   0.987000   0.672746   0.655600   0.723917   9.088600
  7   1   2   0   d 160   0   d 157 106.123000   1.018831  20.917200   1.010728  53.739800   1.018887  93.135200
  7   1   3   0   F 432   0   F 432 207.709600   1.000000  27.725000   1.000000  73.069200   1.000000 165.619600
  7   1   4   0   F 432   0   F 432 103.007400   1.000000   9.303600   1.000000  22.685000   1.000000  93.068000
  7   1   5   0   F 432   0   F 432  53.813600   1.000000   4.166200   1.000000   9.588800   1.000000  63.269000
  7   1   6   1   F 192   1   F 192  32.940600   1.000000   4.945200   1.000000   9.706000   1.000000  38.621400
  7   1   7   1   F 192   1   F 192  17.765400   1.000000   4.272600   1.000000   5.283800   1.000000  29.551400
  7   1   8   1   F 192   1   F 192  10.680600   1.000000   2.708400   1.000000   2.972200   1.000000  23.514000
  7   1   9   1   b 164   1   F 192   5.255800   0.860573   1.516400   0.918887   1.032400   0.945176  14.956200
  7   2   0   0   g 307   0   g 294 195.112800   1.044221  35.045600   1.044228  92.878000   1.044178 167.367200
  7   2   1   0   d 160   0   d 157 105.730000   1.018895  20.503000   1.009940  53.375600   1.018956  92.693400
  7   2   2   0   g 307   0   g 293 191.526400   1.047891  35.029600   1.047583  91.685200   1.047633 165.639800
  7   2   3   0   F 432   0   F 432 207.631200   1.000000  27.700800   1.000000  72.968200   1.000000 165.530200
  7   2   4   0   F 432   0   F 432 113.357200   1.000000  10.546400   1.000000  26.476600   1.000000  99.642400
  7   2   5   0   F 432   0   F 432  61.607400   1.000000   4.923800   1.000000  11.214800   1.000000  68.016800
  7   2   6   1   F 192   1   F 192  36.594000   1.000000   5.671400   1.000000  10.037800   1.000000  40.848400
  7   2   7   1   F 192   1   F 192  20.993800   1.000000   5.096600   1.000000   6.342800   1.000000  31.912800
  7   2   8   1   F 192   1   F 192  12.805600   1.000000   3.074800   1.000000   3.778600   1.000000  25.583800
  7   2   9   1   L 226   1   F 192   7.099000   1.179406   2.007000   1.162133   1.412000   1.137960  22.539600
  7   3   0   0   F 432   0   F 432 159.038200   1.000000  17.508600   1.000000  45.371400   1.000000 130.327000
  7   3   1   0   F 432   0   F 432 207.148600   1.000000  27.445600   1.000000  72.942400   1.000000 165.189000
  7   3   2   0   F 432   0   F 432 207.504200   1.000000  27.437000   1.000000  73.316400   1.000000 165.460400
  7   3   3   0   F 432   0   F 432 158.595600   1.000000  17.490600   1.000000  45.096200   1.000000 130.000400
  7   3   4   0   F 432   0   F 432 102.544800   1.000000   9.192800   1.000000  22.659600   1.000000  92.655200
  7   3   5   0   F 432   0   F 432  61.655600   1.000000   4.944600   1.000000  11.209600   1.000000  68.070600
  7   3   6   1   F 192   1   F 192  38.072400   1.000000   5.976200   1.000000  10.095800   1.000000  41.748000
  7   3   7   1   F 192   1   F 192  23.999800   1.000000   3.594800   1.000000   6.992600   1.000000  32.839200
  7   3   8   1   F 192   1   F 192  14.000800   1.000000   3.367200   1.000000   4.142600   1.000000  26.580800
  7   3   9   1   F 192   1   F 192   8.109400   1.000000   2.164600   1.000000   1.902400   1.000000  20.708800
  7   3  10   1   a 100   1   a 179   3.221600   0.581264   0.940400   0.670353   0.630800   0.720038   9.072800
  7   4   0   0   F 432   0   F 432  77.314800   1.000000   6.482200   1.000000  15.114400   1.000000  77.438200
  7   4   1   0   F 432   0   F 432 102.679000   1.000000   9.203000   1.000000  22.751400   1.000000  92.806200
  7   4   2   0   F 432   0   F 432 113.522800   1.000000  10.581200   1.000000  26.403400   1.000000  99.699400
  7   4   3   0   F 432   0   F 432 102.503200   1.000000   9.195000   1.000000  22.477600   1.000000  92.683400
  7   4   4   0   F 432   0   F 432  77.452800   1.000000   6.457600   1.000000  15.184600   1.000000  77.518400
  7   4   5   0   F 432   0   F 432  53.939800   1.000000   4.205600   1.000000   9.506600   1.000000  63.362600
  7   4   6   1   F 192   1   F 192  36.707400   1.000000   5.651400   1.000000  10.017800   1.000000  40.886600
  7   4   7   1   F 192   1   F 192  23.906400   1.000000   3.556400   1.000000   6.966000   1.000000  32.750600
  7   4   8   1   F 192   1   F 192  14.507200   1.000000   3.515200   1.000000   4.257000   1.000000  27.032400
  7   4   9   1   F 192   1   F 192   9.036400   1.000000   2.387000   1.000000   2.243200   1.000000  21.775200
  7   4  10   1   b 164   1   b 192   4.938000   0.862738   1.384200   0.919954   0.997200   0.942639  14.582800
  7   5   0   1   F 192   1   F 192  41.280600   1.000000   6.862000   1.000000  10.039800   1.000000  43.769000
  7   5   1   0   F 432   0   F 432  53.874400   1.000000   4.159800   1.000000   9.568000   1.000000  63.337800
  7   5   2   0   F 432   0   F 432  62.129400   1.000000   4.948200   1.000000  11.579600   1.000000  68.387600
  7   5   3   0   F 432   0   F 432  61.994600   1.000000   4.863600   1.000000  11.458200   1.000000  68.238400
  7   5   4   0   F 432   0   F 432  53.956800   1.000000   4.139600   1.000000   9.523800   1.000000  63.332600
  7   5   5   1   F 192   1   F 192  41.046600   1.000000   6.805200   1.000000  10.104800   1.000000  43.641200
  7   5   6   1   F 192   1   F 192  32.479400   1.000000   4.879000   1.000000   9.451400   1.000000  38.292600
  7   5   7   1   F 192   1   F 192  21.239400   1.000000   5.170000   1.000000   6.306600   1.000000  32.063200
  7   5   8   1   F 192   1   F 192  13.979800   1.000000   3.404600   1.000000   4.086600   1.000000  26.583400
  7   5   9   1   F 192   1   F 192   8.923000   1.000000   2.322000   1.000000   2.199200   1.000000  21.684400
  7   5  10   1   d 100   1   F 192   3.312600   0.572360   0.950600   0.667789   0.635200   0.710327   9.132800
  7   6   0   1   F 192   1   F 192  24.813800   1.000000   3.665000   1.000000   7.172200   1.000000  33.309000
  7   6   1   1   F 192   1   F 192  32.502400   1.000000   4.809400   1.000000   9.559000   1.000000  38.284000
  7   6   2   1   F 192   1   F 192  36.886000   1.000000   5.722800   1.000000  10.142200   1.000000  41.059400
  7   6   3   1   F 192   1   F 192  38.050800   1.000000   5.990200   1.000000  10.060600   1.000000  41.744400
  7   6   4   1   F 192   1   F 192  36.805200   1.000000   5.651000   1.000000  10.074400   1.000000  40.957000
  7   6   5   1   F 192   1   F 192  32.663600   1.000000   4.874000   1.000000   9.595600   1.000000  38.407400
  7   6   6   1   F 192   1   F 192  25.062800   1.000000   3.714600   1.000000   7.131000   1.000000  33.471000
  7   6   7   1   F 192   1   F 192  17.884800   1.000000   4.340600   1.000000   5.283600   1.000000  29.675200
  7   6   8   1   F 192   1   F 192  12.876200   1.000000   3.123400   1.000000   3.801800   1.000000  25.600800
  7   6   9   1   F 192   1   F 192   8.221200   1.000000   2.186000   1.000000   1.950600   1.000000  20.839200
  7   6  10   1   b 164   1   b 192   4.921200   0.864301   1.389800   0.921715   1.007800   0.939075  14.582600
  7   7   0   1   F 192   1   F 192  13.739000   1.000000   3.327800   1.000000   4.027200   1.000000  26.359600
  7   7   1   1   F 192   1   F 192  17.925200   1.000000   4.365200   1.000000   5.355600   1.000000  29.715400
  7   7   2   1   F 192   1   F 192  21.037000   1.000000   5.141800   1.000000   6.299200   1.000000  31.956200
  7   7   3   1   F 192   1   F 192  23.893600   1.000000   3.546000   1.000000   6.882200   1.000000  32.715000
  7   7   4   1   F 192   1   F 192  23.996800   1.000000   3.592600   1.000000   6.894000   1.000000  32.833200
  7   7   5   1   F 192   1   F 192  21.083200   1.000000   5.121400   1.000000   6.263800   1.000000  31.950000
  7   7   6   1   F 192   1   F 192  17.984400   1.000000   4.408200   1.000000   5.328200   1.000000  29.750000
  7   7   7   1   F 192   1   F 192  13.950400   1.000000   3.407600   1.000000   4.046000   1.000000  26.574800
  7   7   8   1   F 192   1   F 192  10.702200   1.000000   2.720400   1.000000   2.933400   1.000000  23.589400
  7   7   9   1   L 226   1   F 192   7.164400   1.180057   1.994000   1.162086   1.480600   1.143590  22.609600
  7   7  10   1   a 100   1   a 178   3.104800   0.582260   0.884800   0.681058   0.632800   0.710493   8.982000
  7   8   0   1   L 226   1   F 192   7.821200   1.178847   2.112800   1.165752   1.747600   1.153010  23.539200
  7   8   1   1   F 192   1   F 192  10.693200   1.000000   2.670400   1.000000   2.908200   1.000000  23.571200
  7   8   2   1   F 192   1   F 192  12.777000   1.000000   3.107800   1.000000   3.791600   1.000000  25.538200
  7   8   3   1   F 192   1   F 192  13.979000   1.000000   3.417600   1.000000   4.076600   1.000000  26.609000
  7   8   4   1   F 192   1   F 192  14.627200   1.000000   3.502800   1.000000   4.383200   1.000000  27.113800
  7   8   5   1   F 192   1   F 192  13.903000   1.000000   3.427600   1.000000   4.039200   1.000000  26.514800
  7   8   6   1   F 192   1   F 192  12.820000   1.000000   3.110800   1.000000   3.805000   1.000000  25.588200
  7   8   7   1   F 192   1   F 192  10.656800   1.000000   2.685400   1.000000   2.977000   1.000000  23.481600
  7   8   8   1   L 226   1   F 192   7.682400   1.177366   2.051600   1.159193   1.746000   1.155097  23.397400
  7   8   9   1   F 192   1   F 192   6.215800   1.000000   1.790200   1.000000   1.242000   1.000000  18.411400
  7   9   1   1   F 192   1   F 192   6.246800   1.000000   1.803800   1.000000   1.175000   1.000000  18.428400
  7   9   2   1   L 226   1   F 192   7.071600   1.178404   1.983200   1.160246   1.452200   1.143506  22.484200
  7   9   3   1   F 192   1   F 192   8.258600   1.000000   2.218000   1.000000   1.907600   1.000000  20.896600
  7   9   4   1   F 192   1   F 192   9.021600   1.000000   2.339400   1.000000   2.212000   1.000000  21.718400
  7   9   5   1   F 192   1   F 192   9.095000   1.000000   2.378200   1.000000   2.279000   1.000000  21.812600
  7   9   6   1   F 192   1   F 192   8.083600   1.000000   2.135600   1.000000   1.817600   1.000000  20.710600
  7   9   7   1   L 226   1   F 192   7.180000   1.179359   2.029800   1.160410   1.394200   1.138861  22.628800
  7   9   8   1   b 164   1   F 192   5.242600   0.862206   1.487600   0.919468   1.025200   0.941085  14.943200
  7  10   3   1   a 100   1   a 179   3.076200   0.582602   0.899600   0.674522   0.635200   0.714106   8.967400
  7  10   4   1   b 164   1   b 192   5.003800   0.864383   1.417800   0.918042   0.989200   0.938536  14.691000
  7  10   5   1   d 100   1   F 192   3.106600   0.578317   0.860800   0.685641   0.621600   0.721042   8.982800
  7  10   6   1   b 164   1   b 192   5.027600   0.862678   1.447800   0.917254   0.984800   0.941511  14.700400
  7  10   7   1   a 100   1   a 178   3.101600   0.583054   0.885200   0.679846   0.631000   0.715372   8.989800
  8   1   2   0   d 160   0   d 157  95.527400   1.020394  16.279800   1.004017  42.147400   1.022317  83.388400
  8   1   3   0   F 432   0   F 432 177.800800   1.000000  20.583400   1.000000  54.481200   1.000000 143.206400
  8   1   4   0   F 432   0   F 432  85.129600   1.000000   7.059200   1.000000  16.816800   1.000000  81.982000
  8   1   5   0   F 432   0   F 432  43.711600   1.000000   3.193200   1.000000   7.120800   1.000000  56.840400
  8   1   6   1   F 192   1   F 192  26.947600   1.000000   3.636200   1.000000   7.291800   1.000000  34.426200
  8   1   7   1   F 192   1   F 192  14.114000   1.000000   3.218000   1.000000   4.002600   1.000000  26.686800
  8   1   8   1   F 192   1   F 192   8.207600   1.000000   1.999400   1.000000   2.147400   1.000000  20.903200
  8   1   9   1   a 100   1   F 192   2.502000   0.593205   0.687400   0.716904   0.451600   0.755979   8.549000
  8   2   0   0   g 307   0   g 294 173.369200   1.044204  26.905600   1.044578  71.788600   1.044091 147.719800
  8   2   1   0   d 160   0   d 157  94.946000   1.020504  15.945000   1.003663  41.873800   1.022577  82.884000
  8   2   2   0   g 307   0   g 293 170.537400   1.047899  26.793400   1.047325  71.075000   1.047662 146.335000
  8   2   3   0   F 432   0   F 432 177.754400   1.000000  20.777600   1.000000  54.321000   1.000000 143.262000
  8   2   4   0   F 432   0   F 432  93.722200   1.000000   7.974400   1.000000  19.403000   1.000000  87.168800
  8   2   5   0   F 432   0   F 432  50.523000   1.000000   3.856400   1.000000   8.422800   1.000000  61.197200
  8   2   6   1   F 192   1   F 192  30.164600   1.000000   4.149000   1.000000   7.455800   1.000000  36.353200
  8   2   7   1   F 192   1   F 192  16.750800   1.000000   3.802000   1.000000   4.740400   1.000000  28.697600
  8   2   8   1   F 192   1   F 192   9.991200   1.000000   2.304600   1.000000   2.808600   1.000000  22.919800
  8   2   9   1   F 192   1   F 192   5.502400   1.000000   1.472800   1.000000   1.058200   1.000000  17.539600
  8   3   0   0   F 432   0   F 432 133.473400   1.000000  13.212600   1.000000  33.414600   1.000000 112.627000
  8   3   1   0   F 432   0   F 432 177.506600   1.000000  20.695000   1.000000  54.671600   1.000000 143.146800
  8   3   2   0   F 432   0   F 432 177.467000   1.000000  20.522400   1.000000  54.542200   1.000000 143.002600
  8   3   3   0   F 432   0   F 432 133.002000   1.000000  13.158800   1.000000  33.055200   1.000000 112.329600
  8   3   4   0   F 432   0   F 432  84.932800   1.000000   7.040000   1.000000  16.686800   1.000000  81.867000
  8   3   5   0   F 432   0   F 432  50.379200   1.000000   3.832000   1.000000   8.365800   1.000000  61.065400
  8   3   6   1   F 192   1   F 192  31.347400   1.000000   4.433000   1.000000   7.429800   1.000000  37.088400
  8   3   7   1   F 192   1   F 192  19.429800   1.000000   2.652000   1.000000   5.249200   1.000000  29.608800
  8   3   8   1   F 192   1   F 192  10.889400   1.000000   2.514800   1.000000   3.034400   1.000000  23.846800
  8   3   9   1   L 226   1   F 192   6.304200   1.181752   1.587800   1.148381   1.435600   1.137225  21.529800
  8   4   0   0   F 432   0   F 432  63.348000   1.000000   4.978000   1.000000  11.196200   1.000000  68.884200
  8   4   1   0   F 432   0   F 432  84.734200   1.000000   7.065800   1.000000  16.738400   1.000000  81.751000
  8   4   2   0   F 432   0   F 432  94.319600   1.000000   8.064600   1.000000  19.544200   1.000000  87.455400
  8   4   3   0   F 432   0   F 432  84.749200   1.000000   7.018600   1.000000  16.640800   1.000000  81.672400
  8   4   4   0   F 432   0   F 432  63.397800   1.000000   4.949800   1.000000  11.318200   1.000000  68.948800
  8   4   5   0   F 432   0   F 432  43.934200   1.000000   3.274800   1.000000   7.110600   1.000000  56.945400
  8   4   6   1   F 192   1   F 192  30.124800   1.000000   4.198400   1.000000   7.416400   1.000000  36.341800
  8   4   7   1   F 192   1   F 192  19.467000   1.000000   2.608400   1.000000   5.232000   1.000000  29.607000
  8   4   8   1   F 192   1   F 192  11.350400   1.000000   2.600600   1.000000   3.185000   1.000000  24.273400
  8   4   9   1   F 192   1   F 192   7.029000   1.000000   1.749600   1.000000   1.706600   1.000000  19.509800
  8   4  10   1   d 100   1   d 192   2.406000   0.596592   0.657800   0.716935   0.426000   0.767136   8.466200
  8   5   0   1   F 192   1   F 192  34.303400   1.000000   5.147600   1.000000   7.474600   1.000000  38.918200
  8   5   1   0   F 432   0   F 432  43.804000   1.000000   3.204600   1.000000   7.108200   1.000000  56.853800
  8   5   2   0   F 432   0   F 432  50.580400   1.000000   3.790400   1.000000   8.636800   1.000000  61.305800
  8   5   3   0   F 432   0   F 432  50.267200   1.000000   3.832200   1.000000   8.491600   1.000000  61.037200
  8   5   4   0   F 432   0   F 432  43.892400   1.000000   3.194000   1.000000   7.214400   1.000000  56.900400
  8   5   5   1   F 192   1   F 192  34.155600   1.000000   5.079400   1.000000   7.331600   1.000000  38.798600
  8   5   6   1   F 192   1   F 192  26.678600   1.000000   3.621000   1.000000   7.177200   1.000000  34.248000
  8   5   7   1   F 192   1   F 192  16.852400   1.000000   3.888400   1.000000   4.756600   1.000000  28.775200
  8   5   8   1   F 192   1   F 192  10.962800   1.000000   2.517000   1.000000   3.033000   1.000000  23.903200
  8   5   9   1   F 192   1   F 192   6.998800   1.000000   1.741000   1.000000   1.698000   1.000000  19.485200
  8   5  10   1   d 100   1   F 192   2.483400   0.595071   0.689200   0.698781   0.443600   0.748873   8.525000
  8   6   0   1   F 192   1   F 192  20.455400   1.000000   2.757800   1.000000   5.502600   1.000000  30.238000
  8   6   1   1   F 192   1   F 192  26.647200   1.000000   3.618000   1.000000   7.177800   1.000000  34.235800
  8   6   2   1   F 192   1   F 192  30.212800   1.000000   4.193400   1.000000   7.431200   1.000000  36.393400
  8   6   3   1   F 192   1   F 192  31.309000   1.000000   4.423600   1.000000   7.427800   1.000000  37.046800
  8   6   4   1   F 192   1   F 192  30.180200   1.000000   4.205800   1.000000   7.421200   1.000000  36.361800
  8   6   5   1   F 192   1   F 192  26.681600   1.000000   3.654000   1.000000   7.270200   1.000000  34.290000
  8   6   6   1   F 192   1   F 192  20.304200   1.000000   2.760200   1.000000   5.357800   1.000000  30.122600
  8   6   7   1   F 192   1   F 192  14.001000   1.000000   3.176200   1.000000   3.894600   1.000000  26.577800
  8   6   8   1   F 192   1   F 192   9.953200   1.000000   2.279800   1.000000   2.815200   1.000000  22.864400
  8   6   9   1   L 226   1   F 192   6.329800   1.180638   1.607400   1.149683   1.408000   1.140341  21.510200
  8   6  10   1   d 100   1   d 192   2.393400   0.599482   0.662800   0.714243   0.458000   0.764192   8.461800
  8   7   0   1   F 192   1   F 192  10.820800   1.000000   2.469400   1.000000   3.044800   1.000000  23.717600
  8   7   1   1   F 192   1   F 192  14.151000   1.000000   3.192600   1.000000   4.067200   1.000000  26.736800
  8   7   2   1   F 192   1   F 192  16.832400   1.000000   3.824000   1.000000   4.777800   1.000000  28.770400
  8   7   3   1   F 192   1   F 192  19.438800   1.000000   2.610000   1.000000   5.216000   1.000000  29.611000
  8   7   4   1   F 192   1   F 192  19.573800   1.000000   2.751600   1.000000   5.271200   1.000000  29.750200
  8   7   5   1   F 192   1   F 192  16.688000   1.000000   3.837200   1.000000   4.641200   1.000000  28.629800
  8   7   6   1   F 192   1   F 192  14.199400   1.000000   3.222000   1.000000   4.005000   1.000000  26.754400
  8   7   7   1   F 192   1   F 192  10.858800   1.000000   2.503600   1.000000   2.982200   1.000000  23.774000
  8   7   8   1   F 192   1   F 192   8.321000   1.000000   1.995800   1.000000   2.195000   1.000000  21.068000
  8   7   9   1   F 192   1   F 192   5.497200   1.000000   1.462400   1.000000   1.084200   1.000000  17.486800
  8   8   0   1   F 192   1   F 192   6.073000   1.000000   1.549000   1.000000   1.331600   1.000000  18.272800
  8   8   1   1   F 192   1   F 192   8.323600   1.000000   1.980400   1.000000   2.215200   1.000000  21.015800
  8   8   2   1   F 192   1   F 192   9.885600   1.000000   2.253800   1.000000   2.822800   1.000000  22.796400
  8   8   3   1   F 192   1   F 192  11.024400   1.000000   2.525800   1.000000   3.100000   1.000000  23.952000
  8   8   4   1   F 192   1   F 192  11.407800   1.000000   2.594800   1.000000   3.240000   1.000000  24.350600
  8   8   5   1   F 192   1   F 192  10.895000   1.000000   2.486600   1.000000   3.085800   1.000000  23.828600
  8   8   6   1   F 192   1   F 192   9.985400   1.000000   2.311600   1.000000   2.771600   1.000000  22.877800
  8   8   7   1   F 192   1   F 192   8.223200   1.000000   1.928000   1.000000   2.224600   1.000000  20.910800
  8   8   8   1   F 192   1   F 192   5.970000   1.000000   1.555200   1.000000   1.279200   1.000000  18.166000
  8   8   9   1   a 100   1   F 192   2.452400   0.598026   0.670800   0.724508   0.429600   0.756983   8.515400
  8   9   1   1   a 100   1   F 192   2.526200   0.593540   0.695200   0.709148   0.447200   0.751789   8.556000
  8   9   2   1   F 192   1   F 192   5.413400   1.000000   1.411600   1.000000   1.089600   1.000000  17.440400
  8   9   3   1   L 226   1   F 192   6.326400   1.181588   1.615400   1.144113   1.408800   1.138842  21.516600
  8   9   4   1   F 192   1   F 192   7.000800   1.000000   1.745000   1.000000   1.658200   1.000000  19.433600
  8   9   5   1   F 192   1   F 192   7.089200   1.000000   1.753000   1.000000   1.719000   1.000000  19.542000
  8   9   6   1   L 226   1   F 192   6.300800   1.180771   1.581400   1.145820   1.431600   1.140961  21.505000
  8   9   7   1   F 192   1   F 192   5.561800   1.000000   1.514800   1.000000   1.014400   1.000000  17.634800
  8   9   8   1   a 100   1   F 192   2.460800   0.596554   0.670800   0.716756   0.431800   0.776748   8.517600
  8  10   4   1   d 100   1   d 192   2.400000   0.598333   0.643200   0.724502   0.450200   0.751666   8.466000
  8  10   5   1   d 100   1   F 192   2.368600   0.598919   0.632800   0.725348   0.444000   0.756306   8.440200
  8  10   6   1   d 100   1   d 192   2.428200   0.596244   0.675600   0.709591   0.433600   0.757380   8.477200
  9   1   2   0   d 160   0   d 157  99.295800   1.019828  16.652200   1.004948  45.221200   1.021326  86.123600
  9   1   3   0   F 432   0   F 432 182.023600   1.000000  20.194800   1.000000  55.688400   1.000000 145.470400
  9   1   4   0   F 432   0   F 432  85.641600   1.000000   6.642800   1.000000  16.500800   1.000000  81.948800
  9   1   5   0   F 432   0   F 432  43.595800   1.000000   3.030000   1.000000   6.977400   1.000000  56.598000
  9   1   6   1   F 192   1   F 192  26.632000   1.000000   3.601600   1.000000   7.034200   1.000000  34.178000
  9   1   7   1   F 192   1   F 192  13.741400   1.000000   3.124000   1.000000   3.851200   1.000000  26.337400
  9   1   8   1   F 192   1   F 192   7.975800   1.000000   1.936000   1.000000   2.096200   1.000000  20.602400
  9   1   9   1   F 192   1   F 192   4.735800   1.000000   1.282000   1.000000   0.854000   1.000000  16.425600
  9   2   0   0   g 307   0   g 294 178.727600   1.044228  27.217400   1.044604  75.335000   1.044187 151.461600
  9   2   1   0   d 160   0   d 157  98.786200   1.019958  16.453200   1.005276  44.898200   1.021404  85.702600
  9   2   2   0   g 307   0   g 293 175.408600   1.047836  26.948200   1.047320  74.553800   1.047619 149.730800
  9   2   3   0   F 432   0   F 432 181.546400   1.000000  20.161800   1.000000  55.298200   1.000000 145.060800
  9   2   4   0   F 432   0   F 432  94.708400   1.000000   7.594200   1.000000  19.050000   1.000000  87.411400
  9   2   5   0   F 432   0   F 432  50.181800   1.000000   3.586000   1.000000   8.082400   1.000000  60.706400
  9   2   6   1   F 192   1   F 192  29.719600   1.000000   4.095600   1.000000   7.151000   1.000000  36.032000
  9   2   7   1   F 192   1   F 192  16.499000   1.000000   3.758200   1.000000   4.637800   1.000000  28.513600
  9   2   8   1   F 192   1   F 192   9.628200   1.000000   2.210000   1.000000   2.683600   1.000000  22.457800
  9   2   9   1   F 192   1   F 192   5.367400   1.000000   1.436600   1.000000   1.047200   1.000000  17.308000
  9   2  10   1   a 100   1   a 137   2.063600   0.719132   0.564000   0.769149   0.407200   0.797151   8.465200
  9   3   0   0   F 432   0   F 432 135.717000   1.000000  12.645000   1.000000  33.606400   1.000000 113.558200
  9   3   1   0   F 432   0   F 432 181.242200   1.000000  19.974200   1.000000  55.724400   1.000000 144.932200
  9   3   2   0   F 432   0   F 432 181.046200   1.000000  19.920800   1.000000  55.479400   1.000000 144.773800
  9   3   3   0   F 432   0   F 432 135.105600   1.000000  12.593800   1.000000  33.040200   1.000000 113.054600
  9   3   4   0   F 432   0   F 432  85.707600   1.000000   6.725400   1.000000  16.592000   1.000000  82.075600
  9   3   5   0   F 432   0   F 432  50.017600   1.000000   3.561600   1.000000   8.089600   1.000000  60.570800
  9   3   6   1   F 192   1   F 192  30.958200   1.000000   4.403400   1.000000   7.138200   1.000000  36.801400
  9   3   7   1   F 192   1   F 192  19.239200   1.000000   2.587600   1.000000   5.134400   1.000000  29.440800
  9   3   8   1   F 192   1   F 192  10.603600   1.000000   2.462000   1.000000   2.964000   1.000000  23.478200
  9   3   9   1   F 192   1   F 192   6.121200   1.000000   1.533600   1.000000   1.431800   1.000000  18.319000
  9   3  10   1   b 164   1   b 187   3.688400   0.911289   1.011400   0.967767   0.700600   0.978590  13.378400
  9   4   0   0   F 432   0   F 432  63.467400   1.000000   4.730000   1.000000  10.873000   1.000000  68.742600
  9   4   1   0   F 432   0   F 432  85.391200   1.000000   6.622400   1.000000  16.515800   1.000000  81.795200
  9   4   2   0   F 432   0   F 432  95.100800   1.000000   7.649600   1.000000  19.186400   1.000000  87.618800
  9   4   3   0   F 432   0   F 432  85.300200   1.000000   6.558400   1.000000  16.515000   1.000000  81.738200
  9   4   4   0   F 432   0   F 432  63.529800   1.000000   4.643600   1.000000  10.946400   1.000000  68.801600
  9   4   5   0   F 432   0   F 432  43.715600   1.000000   3.033600   1.000000   6.837400   1.000000  56.612200
  9   4   6   1   F 192   1   F 192  29.641800   1.000000   4.131000   1.000000   7.102400   1.000000  35.996800
