 l  u  v  type  shape  cells  cmssw_type  cmssw_shape  cmssw_cells  <nHitsTotal>  corrFactorTotal  <nHistsToA>  corrFactorToA  <nHitsBXM1>  corrFactorBXM1  <n32bWords>
 14   7   4   1   F 192   1   F 192  11.111400   1.000000   1.363000   1.000000   2.647400   1.000000  23.683800
 14   7   5   1   F 192   1   F 192   9.846000   1.000000   1.268200   1.000000   2.376600   1.000000  22.640800
 14   7   6   1   F 192   1   F 192   8.245400   1.000000   1.034800   1.000000   2.051200   1.000000  21.041400
 14   7   7   1   F 192   1   F 192   6.235000   1.000000   0.832000   1.000000   1.524200   1.000000  18.704400
 14   7   8   1   F 192   1   F 192   4.174800   1.000000   0.975400   1.000000   0.970200   1.000000  15.674200
 14   7   9   1   L 226   1   F 192   2.651800   1.171959   0.709800   1.092702   0.409000   1.059658  15.308600
 14   7  10   1   d 100   1   F 100   1.058000   1.000000   0.275400   1.000000   0.166200   1.000000   7.831200
 14   8   0   1   F 192   1   F 192   3.006200   1.000000   0.775200   1.000000   0.500200   1.000000  13.983000
 14   8   1   1   F 192   1   F 192   4.284000   1.000000   0.993200   1.000000   0.963000   1.000000  15.850400
 14   8   2   1   F 192   1   F 192   5.445800   1.000000   0.755400   1.000000   1.385000   1.000000  17.593600
 14   8   3   1   F 192   1   F 192   6.114000   1.000000   0.821000   1.000000   1.511800   1.000000  18.498200
 14   8   4   1   F 192   1   F 192   6.562000   1.000000   0.884600   1.000000   1.632400   1.000000  19.060000
 14   8   5   1   F 192   1   F 192   6.210800   1.000000   0.847200   1.000000   1.556400   1.000000  18.665000
 14   8   6   1   F 192   1   F 192   5.370000   1.000000   0.744600   1.000000   1.311600   1.000000  17.511400
 14   8   7   1   F 192   1   F 192   4.214800   1.000000   0.985200   1.000000   0.934400   1.000000  15.765000
 14   8   8   1   F 192   1   F 192   2.999600   1.000000   0.758600   1.000000   0.488600   1.000000  13.975000
 14   8   9   1   F 192   1   F 192   2.260200   1.000000   0.602200   1.000000   0.359800   1.000000  12.821000
 14   9   0   1   a 100   1   a  92   0.987600   1.017618   0.268000   1.006716   0.160800   1.003731   7.717000
 14   9   1   1   F 192   1   F 192   2.191800   1.000000   0.569000   1.000000   0.351000   1.000000  12.730600
 14   9   2   1   L 226   1   F 192   2.630800   1.173939   0.691400   1.089673   0.407200   1.063851  15.280000
 14   9   3   1   F 192   1   F 192   3.187600   1.000000   0.803800   1.000000   0.545600   1.000000  14.290000
 14   9   4   1   F 192   1   F 192   3.385400   1.000000   0.812800   1.000000   0.645000   1.000000  14.574600
 14   9   5   1   F 192   1   F 192   3.435600   1.000000   0.852000   1.000000   0.655200   1.000000  14.618800
 14   9   6   1   F 192   1   F 192   3.162400   1.000000   0.816600   1.000000   0.556600   1.000000  14.217800
 14   9   7   1   L 226   1   F 192   2.675000   1.170766   0.674400   1.081851   0.410400   1.061891  15.353200
 14   9   8   1   F 192   1   F 192   2.200000   1.000000   0.551200   1.000000   0.371600   1.000000  12.741200
 14   9   9   1   a 100   1   a 100   1.021200   1.000000   0.287200   1.000000   0.167000   1.000000   7.767000
 14  10   3   1   d 100   1   F  92   0.977800   1.014318   0.259400   1.005397   0.160000   1.001250   7.711200
 14  10   4   1   b 164   1   F 164   1.779600   1.000000   0.448200   1.000000   0.297400   1.000000  11.033800
 14  10   5   1   b 164   1   F 164   1.880000   1.000000   0.471000   1.000000   0.320000   1.000000  11.206000
 14  10   6   1   b 164   1   F 164   1.716200   1.000000   0.430600   1.000000   0.290800   1.000000  10.956400
 14  10   7   1   d 100   1   F 100   1.084800   1.000000   0.280200   1.000000   0.183400   1.000000   7.871600
 15   1   2   0   d 160   0   g 162  88.033800   0.988618   9.425600   0.999936  30.447200   0.995632  72.432600
 15   1   3   0   F 432   0   F 432 125.751400   1.000000  10.323200   1.000000  27.735600   1.000000 105.995600
 15   1   4   0   F 432   0   F 432  56.346000   1.000000   3.686000   1.000000   8.517800   1.000000  64.015200
 15   1   5   0   F 432   1   F 192  31.289800   0.849868   3.701000   0.431991   4.110800   0.782329  45.324200
 15   1   6   1   F 192   1   F 192  15.865000   1.000000   1.921000   1.000000   3.634200   1.000000  26.928200
 15   1   7   1   F 192   1   F 192   8.213600   1.000000   1.060600   1.000000   2.032200   1.000000  21.001400
 15   1   8   1   F 192   1   F 192   4.157600   1.000000   1.027400   1.000000   0.951000   1.000000  15.630400
 15   1   9   1   F 192   1   F 192   2.187200   1.000000   0.593200   1.000000   0.382000   1.000000  12.694400
 15   2   0   0   g 307   0   a 288 137.864600   1.066121  13.029200   1.070043  42.572800   1.066160 117.801400
 15   2   1   0   d 160   0   g 162  88.049600   0.988622   9.386200   0.999957  30.468000   0.995668  72.432800
 15   2   2   0   g 307   0   a 300 146.155400   1.023283  14.011200   1.007708  46.075800   1.023153 119.553800
 15   2   3   0   F 432   0   F 432 125.884400   1.000000  10.196600   1.000000  27.804600   1.000000 105.981400
 15   2   4   0   F 432   0   F 432  62.525600   1.000000   4.152800   1.000000   9.827600   1.000000  67.684800
 15   2   5   0   F 432   0   F 432  32.095000   1.000000   2.023000   1.000000   4.338600   1.000000  48.657600
 15   2   6   1   F 192   1   F 192  18.975400   1.000000   2.252000   1.000000   3.922400   1.000000  28.718800
 15   2   7   1   F 192   1   F 192   9.670800   1.000000   1.244400   1.000000   2.371800   1.000000  22.460800
 15   2   8   1   F 192   1   F 192   5.332200   1.000000   0.731800   1.000000   1.380000   1.000000  17.436400
 15   2   9   1   F 192   1   F 192   2.683800   1.000000   0.716400   1.000000   0.422400   1.000000  13.479000
 15   2  10   1   a 100   1   a  92   0.892800   1.016577   0.258400   1.005418   0.146400   1.002732   7.545000
 15   3   0   0   F 432   0   F 432  90.754000   1.000000   6.756000   1.000000  16.707600   1.000000  84.578200
 15   3   1   0   F 432   0   F 432 125.566400   1.000000  10.325000   1.000000  27.567200   1.000000 105.836200
 15   3   2   0   F 432   0   F 432 125.568800   1.000000  10.245800   1.000000  27.606200   1.000000 105.813200
 15   3   3   0   F 432   0   F 432  90.715200   1.000000   6.706800   1.000000  16.813000   1.000000  84.593400
 15   3   4   0   F 432   0   F 432  56.330800   1.000000   3.716600   1.000000   8.526800   1.000000  64.011000
 15   3   5   0   F 432   0   F 432  32.111200   1.000000   1.997600   1.000000   4.296600   1.000000  48.671600
 15   3   6   1   F 192   1   F 192  19.967400   1.000000   2.347600   1.000000   3.770200   1.000000  29.238000
 15   3   7   1   F 192   1   F 192  10.942800   1.000000   1.378200   1.000000   2.634200   1.000000  23.569000
 15   3   8   1   F 192   1   F 192   6.186200   1.000000   0.848600   1.000000   1.565000   1.000000  18.543800
 15   3   9   1   F 192   1   F 192   3.160400   1.000000   0.830400   1.000000   0.572600   1.000000  14.165000
 15   3  10   1   F 192   1   F 192   1.781000   1.000000   0.484200   1.000000   0.296600   1.000000  12.042800
 15   4   0   0   F 432   0   F 432  41.543800   1.000000   2.752000   1.000000   5.875200   1.000000  54.931400
 15   4   1   0   F 432   0   F 432  56.259400   1.000000   3.757600   1.000000   8.493400   1.000000  64.066800
 15   4   2   0   F 432   0   F 432  62.491200   1.000000   4.227400   1.000000   9.865800   1.000000  67.761800
 15   4   3   0   F 432   0   F 432  56.215200   1.000000   3.714400   1.000000   8.509200   1.000000  63.962400
 15   4   4   0   F 432   0   F 432  41.397400   1.000000   2.708800   1.000000   5.819600   1.000000  54.810800
 15   4   5   0   F 432   1   F 192  31.372200   0.849631   3.713200   0.432188   4.126400   0.782910  45.341800
 15   4   6   1   F 192   1   F 192  18.993400   1.000000   2.264000   1.000000   3.829400   1.000000  28.699200
 15   4   7   1   F 192   1   F 192  11.028400   1.000000   1.356800   1.000000   2.696400   1.000000  23.666400
 15   4   8   1   F 192   1   F 192   6.386800   1.000000   0.847800   1.000000   1.615800   1.000000  18.840000
 15   4   9   1   F 192   1   F 192   3.456600   1.000000   0.867400   1.000000   0.681400   1.000000  14.640000
 15   4  10   1   L 226   1   F 192   2.058200   1.157613   0.546400   1.087116   0.343600   1.055879  14.077600
 15   5   0   1   F 192   1   F 192  22.495600   1.000000   2.728800   1.000000   3.679200   1.000000  30.717200
 15   5   1   0   F 432   1   F 192  31.233200   0.849891   3.823200   0.432831   4.149600   0.782630  45.349400
 15   5   2   0   F 432   0   F 432  32.079800   1.000000   2.010600   1.000000   4.290000   1.000000  48.654000
 15   5   3   0   F 432   0   F 432  32.305800   1.000000   2.006400   1.000000   4.291600   1.000000  48.741600
 15   5   4   0   F 432   1   F 192  31.468200   0.850306   3.757000   0.432313   4.193000   0.782638  45.401200
 15   5   5   1   F 192   1   F 192  22.763000   1.000000   2.742800   1.000000   3.639600   1.000000  30.865600
 15   5   6   1   F 192   1   F 192  16.015400   1.000000   1.946200   1.000000   3.694800   1.000000  27.051400
 15   5   7   1   F 192   1   F 192   9.786400   1.000000   1.249000   1.000000   2.456000   1.000000  22.577600
 15   5   8   1   F 192   1   F 192   6.030600   1.000000   0.809800   1.000000   1.546000   1.000000  18.389600
 15   5   9   1   F 192   1   F 192   3.452200   1.000000   0.878800   1.000000   0.700000   1.000000  14.614200
 15   5  10   1   b 164   1   F 164   1.924000   1.000000   0.525600   1.000000   0.327400   1.000000  11.247400
 15   6   0   1   F 192   1   F 192  11.710600   1.000000   1.418400   1.000000   2.826400   1.000000  24.166600
 15   6   1   1   F 192   1   F 192  15.990600   1.000000   1.911400   1.000000   3.731600   1.000000  27.022800
 15   6   2   1   F 192   1   F 192  19.080200   1.000000   2.274400   1.000000   3.905400   1.000000  28.760000
 15   6   3   1   F 192   1   F 192  19.808600   1.000000   2.356800   1.000000   3.741200   1.000000  29.161400
 15   6   4   1   F 192   1   F 192  19.020400   1.000000   2.283800   1.000000   3.837200   1.000000  28.729600
 15   6   5   1   F 192   1   F 192  15.913000   1.000000   1.859600   1.000000   3.689400   1.000000  26.942400
 15   6   6   1   F 192   1   F 192  11.712800   1.000000   1.448400   1.000000   2.781600   1.000000  24.174600
 15   6   7   1   F 192   1   F 192   8.245600   1.000000   1.052000   1.000000   2.058000   1.000000  21.022000
 15   6   8   1   F 192   1   F 192   5.303400   1.000000   0.717200   1.000000   1.343000   1.000000  17.392000
 15   6   9   1   F 192   1   F 192   3.125600   1.000000   0.812000   1.000000   0.580200   1.000000  14.142600
 15   6  10   1   L 226   1   F 192   2.021000   1.157150   0.566200   1.090074   0.344600   1.058619  13.987400
 15   7   0   1   F 192   1   F 192   6.110600   1.000000   0.834400   1.000000   1.551400   1.000000  18.455800
 15   7   1   1   F 192   1   F 192   8.278400   1.000000   1.042600   1.000000   2.099600   1.000000  21.061000
 15   7   2   1   F 192   1   F 192   9.851400   1.000000   1.288600   1.000000   2.419800   1.000000  22.621200
 15   7   3   1   F 192   1   F 192  10.994800   1.000000   1.405400   1.000000   2.707200   1.000000  23.666200
 15   7   4   1   F 192   1   F 192  11.030200   1.000000   1.368600   1.000000   2.657800   1.000000  23.632800
 15   7   5   1   F 192   1   F 192   9.909600   1.000000   1.283400   1.000000   2.438800   1.000000  22.673600
 15   7   6   1   F 192   1   F 192   8.178200   1.000000   1.046200   1.000000   2.049000   1.000000  20.919000
 15   7   7   1   F 192   1   F 192   6.154800   1.000000   0.825200   1.000000   1.529200   1.000000  18.536200
 15   7   8   1   F 192   1   F 192   4.159000   1.000000   1.023600   1.000000   0.952800   1.000000  15.615000
 15   7   9   1   F 192   1   F 192   2.639400   1.000000   0.724200   1.000000   0.435000   1.000000  13.410000
 15   7  10   1   F 192   1   F 192   1.748200   1.000000   0.490600   1.000000   0.269400   1.000000  12.009600
 15   8   0   1   F 192   1   F 192   2.953600   1.000000   0.804400   1.000000   0.488400   1.000000  13.866800
 15   8   1   1   F 192   1   F 192   4.312200   1.000000   1.074800   1.000000   0.980800   1.000000  15.850200
 15   8   2   1   F 192   1   F 192   5.447800   1.000000   0.776000   1.000000   1.389000   1.000000  17.549400
 15   8   3   1   F 192   1   F 192   6.066200   1.000000   0.812200   1.000000   1.550800   1.000000  18.430400
 15   8   4   1   F 192   1   F 192   6.516200   1.000000   0.842800   1.000000   1.648000   1.000000  18.988800
 15   8   5   1   F 192   1   F 192   6.138000   1.000000   0.827200   1.000000   1.548600   1.000000  18.509800
 15   8   6   1   F 192   1   F 192   5.321400   1.000000   0.728800   1.000000   1.329000   1.000000  17.402600
 15   8   7   1   F 192   1   F 192   4.233800   1.000000   1.004000   1.000000   0.984400   1.000000  15.733400
 15   8   8   1   F 192   1   F 192   2.994800   1.000000   0.804600   1.000000   0.526200   1.000000  13.925600
 15   8   9   1   F 192   1   F 192   2.270200   1.000000   0.634000   1.000000   0.389000   1.000000  12.802400
 15   8  10   1   a 100   1   a 100   0.929200   1.000000   0.256600   1.000000   0.164000   1.000000   7.602400
 15   9   0   1   a 100   1   F  92   0.970800   1.018335   0.265600   1.010542   0.157600   1.002538   7.676600
 15   9   1   1   F 192   1   F 192   2.206600   1.000000   0.587000   1.000000   0.372000   1.000000  12.722000
 15   9   2   1   F 192   1   F 192   2.626600   1.000000   0.711000   1.000000   0.420600   1.000000  13.393000
 15   9   3   1   F 192   1   F 192   3.156800   1.000000   0.822400   1.000000   0.571600   1.000000  14.196400
 15   9   4   1   F 192   1   F 192   3.401000   1.000000   0.865800   1.000000   0.691000   1.000000  14.565400
 15   9   5   1   F 192   1   F 192   3.471400   1.000000   0.890000   1.000000   0.695800   1.000000  14.634800
 15   9   6   1   F 192   1   F 192   3.138000   1.000000   0.843400   1.000000   0.551400   1.000000  14.163400
 15   9   7   1   F 192   1   F 192   2.680600   1.000000   0.726200   1.000000   0.428400   1.000000  13.454800
 15   9   8   1   F 192   1   F 192   2.192200   1.000000   0.579600   1.000000   0.380600   1.000000  12.700600
 15   9   9   1   a 100   1   F 100   1.018000   1.000000   0.283200   1.000000   0.178000   1.000000   7.742400
 15  10   2   1   a 100   1   a  92   0.895200   1.015416   0.243800   1.008203   0.160400   1.000000   7.549800
 15  10   3   1   F 192   1   F 192   1.735800   1.000000   0.465800   1.000000   0.316600   1.000000  11.979800
 15  10   4   1   L 226   1   F 192   1.984400   1.155211   0.515600   1.077580   0.348200   1.049397  13.920800
 15  10   5   1   b 164   1   F 164   1.873000   1.000000   0.499000   1.000000   0.325200   1.000000  11.186400
 15  10   6   1   L 226   1   F 192   1.948600   1.156625   0.521200   1.077897   0.334600   1.057382  13.896000
 15  10   7   1   F 192   1   F 192   1.755200   1.000000   0.465800   1.000000   0.304000   1.000000  12.002000
 15  10   8   1   a 100   1   a 100   0.945200   1.000000   0.258600   1.000000   0.183400   1.000000   7.624800
 16   1   2   0   d 160   0   g 162  77.675400   0.987123   7.384800   0.999946  23.292600   0.999296  64.701800
 16   1   3   0   F 432   0   F 432 109.737200   1.000000   9.047600   1.000000  22.246800   1.000000  96.108200
 16   1   4   0   F 432   0   F 432  48.850800   1.000000   3.332200   1.000000   7.093400   1.000000  59.751200
 16   1   5   0   F 432   1   F 192  28.365000   0.814278   3.151000   0.578927   3.358000   0.805956  43.746800
 16   1   6   1   F 192   1   F 192  13.815600   1.000000   1.545200   1.000000   3.044200   1.000000  25.495400
 16   1   7   1   F 192   1   F 192   7.059400   1.000000   0.856200   1.000000   1.661800   1.000000  19.761800
 16   1   8   1   F 192   1   F 192   3.472200   1.000000   0.816200   1.000000   0.767400   1.000000  14.664000
 16   1   9   1   F 192   1   F 192   1.808800   1.000000   0.464000   1.000000   0.297800   1.000000  12.117200
 16   2   0   0   g 307   0   a 288 121.124800   1.066095  10.395400   1.070377  32.401400   1.066448 105.024200
 16   2   1   0   d 160   0   g 162  77.791400   0.987145   7.446200   1.000000  23.251200   0.999234  64.775000
 16   2   2   0   g 307   0   a 300 128.429400   1.023389  11.244400   1.002526  35.162600   1.026830 106.634400
 16   2   3   0   F 432   0   F 432 109.756800   1.000000   9.104200   1.000000  22.369400   1.000000  96.182800
 16   2   4   0   F 432   0   F 432  54.564800   1.000000   3.844200   1.000000   8.124600   1.000000  63.086600
 16   2   5   0   F 432   0   F 432  27.974400   1.000000   1.833000   1.000000   3.633400   1.000000  46.156200
 16   2   6   1   F 192   1   F 192  16.735600   1.000000   1.878000   1.000000   3.226600   1.000000  27.138600
 16   2   7   1   F 192   1   F 192   8.254600   1.000000   1.012800   1.000000   1.950600   1.000000  21.157600
 16   2   8   1   F 192   1   F 192   4.501600   1.000000   0.600400   1.000000   1.120400   1.000000  16.348200
 16   2   9   1   F 192   1   F 192   2.233600   1.000000   0.578800   1.000000   0.333400   1.000000  12.791400
 16   2  10   1   a 100   1   a  92   0.719400   1.012510   0.195400   1.007165   0.120600   1.000000   7.270800
 16   3   0   0   F 432   0   F 432  78.820200   1.000000   6.037400   1.000000  13.491000   1.000000  77.773200
 16   3   1   0   F 432   0   F 432 109.641600   1.000000   9.160000   1.000000  22.232000   1.000000  96.128600
 16   3   2   0   F 432   0   F 432 109.305600   1.000000   9.103200   1.000000  22.137000   1.000000  95.914600
 16   3   3   0   F 432   0   F 432  78.777000   1.000000   5.993800   1.000000  13.652000   1.000000  77.758400
 16   3   4   0   F 432   0   F 432  49.119600   1.000000   3.397800   1.000000   7.197600   1.000000  59.954000
 16   3   5   0   F 432   0   F 432  28.133200   1.000000   1.876600   1.000000   3.665600   1.000000  46.259000
 16   3   6   1   F 192   1   F 192  17.587200   1.000000   1.978600   1.000000   3.100400   1.000000  27.549400
 16   3   7   1   F 192   1   F 192   9.365000   1.000000   1.165600   1.000000   2.164800   1.000000  22.193800
 16   3   8   1   F 192   1   F 192   5.238200   1.000000   0.703600   1.000000   1.309600   1.000000  17.333000
 16   3   9   1   F 192   1   F 192   2.661000   1.000000   0.661000   1.000000   0.467200   1.000000  13.456200
 16   3  10   1   b 164   1   F 164   1.363000   1.000000   0.353600   1.000000   0.226200   1.000000  10.368800
 16   4   0   0   F 432   0   F 432  35.855000   1.000000   2.472200   1.000000   4.839200   1.000000  51.153000
 16   4   1   0   F 432   0   F 432  49.217800   1.000000   3.398200   1.000000   7.093400   1.000000  59.971600
 16   4   2   0   F 432   0   F 432  54.562000   1.000000   3.816400   1.000000   8.209000   1.000000  63.134600
 16   4   3   0   F 432   0   F 432  49.142600   1.000000   3.418400   1.000000   7.109800   1.000000  59.919400
 16   4   4   0   F 432   0   F 432  36.068400   1.000000   2.494200   1.000000   4.897400   1.000000  51.278000
 16   4   5   0   F 432   1   F 192  28.321200   0.813772   3.080400   0.581223   3.374600   0.805844  43.743000
 16   4   6   1   F 192   1   F 192  16.658400   1.000000   1.852200   1.000000   3.181200   1.000000  27.056000
 16   4   7   1   F 192   1   F 192   9.439000   1.000000   1.118600   1.000000   2.212200   1.000000  22.262600
 16   4   8   1   F 192   1   F 192   5.422000   1.000000   0.706400   1.000000   1.317400   1.000000  17.665600
 16   4   9   1   F 192   1   F 192   2.858800   1.000000   0.707200   1.000000   0.528600   1.000000  13.772800
 16   4  10   1   b 164   1   F 164   1.517200   1.000000   0.382200   1.000000   0.244800   1.000000  10.618600
 16   5   0   1   F 192   1   F 192  20.073600   1.000000   2.253600   1.000000   3.055600   1.000000  28.994800
 16   5   1   0   F 432   1   F 192  28.211600   0.814076   3.078800   0.580551   3.388800   0.803942  43.721400
 16   5   2   0   F 432   0   F 432  28.118200   1.000000   1.855800   1.000000   3.712800   1.000000  46.251000
 16   5   3   0   F 432   0   F 432  28.106400   1.000000   1.878200   1.000000   3.641800   1.000000  46.248800
 16   5   4   0   F 432   1   F 192  28.226800   0.814049   3.093200   0.582310   3.399400   0.807319  43.783400
 16   5   5   1   F 192   1   F 192  20.353800   1.000000   2.306400   1.000000   3.017000   1.000000  29.149000
 16   5   6   1   F 192   1   F 192  13.789600   1.000000   1.587000   1.000000   2.997000   1.000000  25.496600
 16   5   7   1   F 192   1   F 192   8.317600   1.000000   1.021200   1.000000   1.998200   1.000000  21.184800
 16   5   8   1   F 192   1   F 192   5.133000   1.000000   0.674600   1.000000   1.262600   1.000000  17.246600
 16   5   9   1   F 192   1   F 192   2.865000   1.000000   0.707200   1.000000   0.547000   1.000000  13.784200
 16   5  10   1   b 164   1   F 164   1.562800   1.000000   0.408400   1.000000   0.243800   1.000000  10.686600
 16   6   0   1   F 192   1   F 192  10.088600   1.000000   1.210200   1.000000   2.322200   1.000000  22.894200
 16   6   1   1   F 192   1   F 192  13.931000   1.000000   1.562400   1.000000   3.068000   1.000000  25.586000
 16   6   2   1   F 192   1   F 192  16.796200   1.000000   1.906800   1.000000   3.185400   1.000000  27.171200
 16   6   3   1   F 192   1   F 192  17.684600   1.000000   2.010000   1.000000   3.169000   1.000000  27.644000
 16   6   4   1   F 192   1   F 192  16.733400   1.000000   1.899800   1.000000   3.160600   1.000000  27.098000
 16   6   5   1   F 192   1   F 192  13.787200   1.000000   1.559800   1.000000   3.016200   1.000000  25.482200
 16   6   6   1   F 192   1   F 192  10.066800   1.000000   1.185600   1.000000   2.248800   1.000000  22.850800
 16   6   7   1   F 192   1   F 192   7.096200   1.000000   0.872400   1.000000   1.684400   1.000000  19.815600
 16   6   8   1   F 192   1   F 192   4.450400   1.000000   0.599000   1.000000   1.087200   1.000000  16.239000
 16   6   9   1   F 192   1   F 192   2.563600   1.000000   0.635800   1.000000   0.434600   1.000000  13.304800
 16   6  10   1   b 164   1   F 164   1.499200   1.000000   0.408200   1.000000   0.234600   1.000000  10.586800
 16   7   0   1   F 192   1   F 192   5.238200   1.000000   0.726000   1.000000   1.268200   1.000000  17.338800
 16   7   1   1   F 192   1   F 192   7.091600   1.000000   0.872800   1.000000   1.708800   1.000000  19.857600
 16   7   2   1   F 192   1   F 192   8.423000   1.000000   1.066000   1.000000   1.968200   1.000000  21.281200
 16   7   3   1   F 192   1   F 192   9.435000   1.000000   1.147200   1.000000   2.221800   1.000000  22.285200
 16   7   4   1   F 192   1   F 192   9.473600   1.000000   1.157400   1.000000   2.182000   1.000000  22.357600
 16   7   5   1   F 192   1   F 192   8.466800   1.000000   1.053400   1.000000   2.022400   1.000000  21.352000
 16   7   6   1   F 192   1   F 192   7.008400   1.000000   0.882600   1.000000   1.686200   1.000000  19.720800
 16   7   7   1   F 192   1   F 192   5.249400   1.000000   0.690600   1.000000   1.267000   1.000000  17.391000
 16   7   8   1   F 192   1   F 192   3.453800   1.000000   0.790800   1.000000   0.765600   1.000000  14.644000
 16   7   9   1   F 192   1   F 192   2.218000   1.000000   0.563600   1.000000   0.344800   1.000000  12.783000
 16   7  10   1   b 164   1   F 164   1.320800   1.000000   0.347800   1.000000   0.212200   1.000000  10.313000
 16   8   0   1   F 192   1   F 192   2.490000   1.000000   0.649600   1.000000   0.400600   1.000000  13.176800
 16   8   1   1   F 192   1   F 192   3.536800   1.000000   0.840000   1.000000   0.769800   1.000000  14.744200
 16   8   2   1   F 192   1   F 192   4.535600   1.000000   0.628400   1.000000   1.117000   1.000000  16.330400
 16   8   3   1   F 192   1   F 192   5.148600   1.000000   0.687200   1.000000   1.276400   1.000000  17.266200
 16   8   4   1   F 192   1   F 192   5.544200   1.000000   0.711000   1.000000   1.343800   1.000000  17.799200
 16   8   5   1   F 192   1   F 192   5.264800   1.000000   0.686400   1.000000   1.289600   1.000000  17.410800
 16   8   6   1   F 192   1   F 192   4.552200   1.000000   0.614600   1.000000   1.113800   1.000000  16.380400
 16   8   7   1   F 192   1   F 192   3.464800   1.000000   0.786600   1.000000   0.763800   1.000000  14.664200
 16   8   8   1   F 192   1   F 192   2.476600   1.000000   0.624000   1.000000   0.424400   1.000000  13.171600
 16   8   9   1   F 192   1   F 192   1.836600   1.000000   0.490200   1.000000   0.294800   1.000000  12.141800
 16   8  10   1   a 100   1   a 100   0.768000   1.000000   0.203400   1.000000   0.124400   1.000000   7.363600
 16   9   0   1   a 100   1   F  92   0.832400   1.014656   0.218000   1.008257   0.121800   1.003284   7.457600
 16   9   1   1   F 192   1   F 192   1.823800   1.000000   0.452800   1.000000   0.299000   1.000000  12.162600
 16   9   2   1   F 192   1   F 192   2.186800   1.000000   0.575200   1.000000   0.325400   1.000000  12.732200
 16   9   3   1   F 192   1   F 192   2.634600   1.000000   0.658800   1.000000   0.447200   1.000000  13.429200
 16   9   4   1   F 192   1   F 192   2.850800   1.000000   0.687600   1.000000   0.543800   1.000000  13.778000
 16   9   5   1   F 192   1   F 192   2.899600   1.000000   0.710800   1.000000   0.552000   1.000000  13.815800
 16   9   6   1   F 192   1   F 192   2.715200   1.000000   0.669000   1.000000   0.474000   1.000000  13.559000
 16   9   7   1   F 192   1   F 192   2.188800   1.000000   0.543200   1.000000   0.333000   1.000000  12.748800
 16   9   8   1   F 192   1   F 192   1.813600   1.000000   0.456600   1.000000   0.289600   1.000000  12.120000
 16   9   9   1   a 100   1   F 100   0.829800   1.000000   0.217400   1.000000   0.135200   1.000000   7.453800
 16  10   2   1   a 100   1   a  92   0.733800   1.012810   0.199800   1.008008   0.125000   1.000000   7.302600
 16  10   3   1   b 164   1   F 164   1.328200   1.000000   0.329600   1.000000   0.231400   1.000000  10.320800
 16  10   4   1   b 164   1   F 164   1.467000   1.000000   0.352800   1.000000   0.241800   1.000000  10.553200
 16  10   5   1   b 164   1   F 164   1.542000   1.000000   0.387400   1.000000   0.255400   1.000000  10.678600
 16  10   6   1   b 164   1   F 164   1.450200   1.000000   0.360400   1.000000   0.244600   1.000000  10.534800
 16  10   7   1   b 164   1   F 164   1.321400   1.000000   0.332800   1.000000   0.220600   1.000000  10.296000
 16  10   8   1   a 100   1   a 100   0.790400   1.000000   0.214800   1.000000   0.143800   1.000000   7.385000
 17   1   2   0   d 160   0   g 162  80.050400   0.987503   7.680200   0.999948  24.960800   0.998550  66.413000
 17   1   3   0   F 432   0   F 432 111.579800   1.000000   8.662400   1.000000  22.447400   1.000000  96.853600
 17   1   4   0   F 432   0   F 432  49.486200   1.000000   3.178600   1.000000   7.064800   1.000000  59.896400
 17   1   5   0   F 432   1   F 192  28.192000   0.819069   3.151200   0.422696   3.411800   0.793716  43.507800
 17   1   6   1   F 192   1   F 192  13.821000   1.000000   1.591000   1.000000   3.103800   1.000000  25.553200
 17   1   7   1   F 192   1   F 192   6.991800   1.000000   0.885000   1.000000   1.696800   1.000000  19.648400
 17   1   8   1   F 192   1   F 192   3.500200   1.000000   0.851600   1.000000   0.791600   1.000000  14.688200
 17   1   9   1   F 192   1   F 192   1.822200   1.000000   0.504200   1.000000   0.307200   1.000000  12.117000
 17   2   0   0   g 307   0   a 288 124.378800   1.066129  10.726200   1.069214  34.451800   1.066545 107.473200
 17   2   1   0   d 160   0   g 162  80.234800   0.987532   7.698000   1.000000  24.969400   0.998542  66.531600
 17   2   2   0   g 307   0   a 300 132.089400   1.023358  11.507800   1.003598  37.429600   1.025958 109.154200
 17   2   3   0   F 432   0   F 432 111.392800   1.000000   8.567600   1.000000  22.331000   1.000000  96.740600
 17   2   4   0   F 432   0   F 432  55.268600   1.000000   3.626200   1.000000   8.159000   1.000000  63.336800
 17   2   5   0   F 432   0   F 432  28.147000   1.000000   1.723000   1.000000   3.605600   1.000000  46.229000
 17   2   6   1   F 192   1   F 192  16.693400   1.000000   1.881200   1.000000   3.258800   1.000000  27.127000
 17   2   7   1   F 192   1   F 192   8.365000   1.000000   1.063600   1.000000   1.987000   1.000000  21.183000
 17   2   8   1   F 192   1   F 192   4.510400   1.000000   0.609600   1.000000   1.155400   1.000000  16.302600
 17   2   9   1   F 192   1   F 192   2.307200   1.000000   0.629200   1.000000   0.372800   1.000000  12.878400
 17   2  10   1   a 100   1   a  92   0.715000   1.017063   0.201000   1.005970   0.129600   1.003086   7.254400
 17   3   0   0   F 432   0   F 432  79.762200   1.000000   5.651800   1.000000  13.480400   1.000000  77.935200
 17   3   1   0   F 432   0   F 432 111.635200   1.000000   8.661400   1.000000  22.404400   1.000000  96.897600
